310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,0,0,0,0,2,0,0,0,84,0,0,273,0,0,0,0,
327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,84,0,307,308,0,307,308,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,84,0,324,325,0,324,325,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,84,65,65,65,66,66,66,67,
310,0,0,0,310,0,0,0,310,0,0,0,310,0,0,0,0,0,0,0,2,0,0,0,84,82,82,82,83,83,83,84,
327,0,0,0,327,0,0,0,327,0,0,0,327,0,0,0,0,0,0,0,2,0,0,0,101,99,99,99,100,100,100,101,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2,2,2,2,2,2,2,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,239,239,239,239,239,0,0,0,0,0,239,239,239,239,239,239,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209,210,211,0,0,0,0,0,0,0,0,
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,226,227,228,0,0,0,0,0,0,0,0,
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,0,0,0,0,0,0,0,0,0,214,215,
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,0,0,0,0,0,0,0,0,0,231,232,
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,2,30,0,0,0,0,0,0,0,0,0,0,
0,191,192,193,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,0,0,0,0,266,0,0,0,0,0
